Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
64490.650266755,4.21032287005484,5.47808773076914,4.31,40358.9601056175,718887.231500927,"95198 Ortiz Key
Port Sara, TN 24541-2855"
60697.3515394483,6.17048409083849,7.15053657233595,6.34,28140.9670877247,743999.819160197,"9003 Jay Plains Suite 838
Lake Elizabeth, IN 90622-0804"
59748.8554869742,5.3393398807459,7.74868160560659,4.23,27809.9865437588,895737.133383507,"24282 Paul Valley
West Perry, MI 03169-5806"
56974.4765387964,8.287562193759,7.312879971463,4.33,40694.8695130223,1453974.50595087,"61938 Brady Falls
Lewisfort, DE 61227"
82173.626075846,4.01852468494281,6.99269875679184,2.03,38853.9180664816,1125692.50729528,"3599 Ramirez Springs
Jacksonhaven, AZ 72798"
64626.8809781354,5.4433595901921,6.98875353866204,4,27784.7422801858,975429.492792922,"073 Christopher Falls Suite 882
West Cynthia, MA 89075-2814"
90499.0574513475,6.3843589207152,4.24219130157263,3.04,33970.1649903712,1240763.76557147,"6531 Chase Prairie Apt. 245
Susanshire, MN 22365"
59323.7920997003,6.97782794017883,8.27369707777659,4.07,37520.6577324497,1577017.76000155,"17124 Johnson Squares
Lake Robertfurt, AL 61811-3832"
77811.5220345744,5.31446021480662,6.68668613300471,3.24,33754.7378049846,1246830.18842862,"1359 Mitchell Vista
Courtneyfort, NY 93065-7224"
68652.6092109065,6.12434210031033,6.29082016699665,4.42,39355.6257294702,1170720.89365429,"4343 Joshua Lake Suite 096
Pierceview, NV 62614-9110"
55041.3515833391,7.1271285527323,8.591923294114,5.36,30122.4734835579,1071279.21024454,"0057 Jacob Coves Apt. 932
Lake Emily, VA 39465-6041"
50218.7084630007,6.11880813061034,7.33355407209773,6.29,16810.7833112579,534305.132334929,"039 Jordan Pike
Emilyville, ID 27442"
55909.3222951535,5.4195629106827,9.28985437225882,6,22355.2354066691,936368.96340486,"66338 Novak Curve Suite 628
Taylorborough, OK 87142-6766"
74372.8102091551,5.50012857284165,6.59304560391036,2.07,39395.1511823291,1199193.83132951,"7167 Angela Park Suite 013
Morrishaven, NH 66937-4811"
78667.9045976473,5.47065220675439,7.78083669285329,4.1,,1233220.00947781,"34964 Sara Fields Apt. 584
Port Raymondville, MO 63585"
78699.5151029103,5.6527836365363,6.75645385625077,3.01,22836.6075694913,1081150.1254838,"7585 Lynn Loop
East Judy, WV 73336"
53128.1854489144,,5.42690285861061,2.39,32947.7119550689,524712.766067452,"Unit 1388 Box 9350
DPO AP 70848"
17796.6311895433,4.94955700555711,6.71390544470208,2.5,47162.1836431914,302355.835978955,"9932 Eric Circles
Lake Martha, WY 34611-6127"
58566.8493634205,6.57969145287773,5.03452535190306,2.17,39705.4649593564,1026817.39978845,"7896 Walker Spring
Loriport, MH 72956"
75537.7945100003,7.84521591444417,7.55566072082221,6.3,32778.1953418883,1762214.67958188,"549 Darren Plaza
Lake Kevin, UT 27155"
46147.0530563433,6.62333282932071,7.60683154966741,4.43,27161.1286079462,882057.170592842,"90634 Michelle Valleys
North Victoria, WV 99370"
70421.4764876077,6.90708296998531,7.63431873144665,4.44,43183.928487881,1744932.21099092,"580 Lara Neck Apt. 541
Davidsonstad, ID 34638-9802"
62614.4206191273,5.49930969711608,7.44050521789215,6.32,26888.5795629391,1153871.46950163,"43087 Jerome Field
West Deborah, SD 49213"
66394.8715858482,7.06951215383719,7.20463970924828,3.18,39741.0775094335,1499988.87952261,"71956 Jenkins Fall
Brooketown, PW 67485-0764"
73946.8510739781,4.86315430605497,7.53718236535319,6.35,35261.1270183689,1109588.3801625,"8034 Pierce Prairie Suite 727
Devonfurt, NE 33104-8027"
69144.7457074398,7.29622449686265,5.92822347295147,3.22,19030.6154867746,980177.305137125,"Unit 8108 Box 5159
DPO AP 04678"
77278.6970281865,6.23889101475401,6.91920413637287,2.13,21725.9542896346,1323952.02742517,"08639 Garcia Port
Anthonybury, CT 17971"
86754.1966286121,6.60443981856812,6.25245480534936,4.02,43017.4407571536,1662494.73554438,"91863 Curtis Point
New Richard, AK 99996-7554"
74399.8409819142,6.38245291223543,7.25266532238521,6.36,41084.6628246322,1417819.74021808,"03819 Lee Junction Suite 046
Mooneyborough, WA 19656"
49408.1983401443,5.82592047560676,5.83173897257246,3.32,26881.1305979671,549976.145559578,"7796 Joseph Burg
Danielsside, RI 70370"
62279.7900515739,6.10844999128168,6.30611634984891,4.12,35263.6531374523,1054770.98064752,"173 Mendoza Land
West John, NJ 57690"
73078.2040856183,5.92390638959987,6.44545669052583,3.32,54915.961781984,1415647.55343723,"3288 Lee Pass
South Julieton, PW 02759-4964"
72942.705059134,4.7862222950867,7.31988553012555,6.41,24377.9090493165,948788.275709448,"86908 Marshall Port Suite 252
Scotttown, NM 69143"
63819.6228511413,5.94983947064313,8.02246923932693,4.09,27825.5720612943,1159596.51861962,"951 Bryant Dale Suite 735
Lake Jacqueline, NH 95266"
73265.4498879063,8.31476197898254,7.42559746003409,3.24,21030.9661771716,1547133.39640044,"00301 Bradshaw Avenue Suite 833
Suzannefurt, IN 00654-8754"
68488.1311730198,6.1161117482607,7.1825274800029,5.08,18267.9547056388,1186688.50593834,"84473 Ochoa Pines Apt. 808
Jamesport, KY 70207-2955"
55193.85745315,7.18612066699929,5.09691745620757,4.01,32537.818768918,772111.9721021,"13706 Morgan Turnpike Suite 378
Hohaven, NC 42699"
77434.689240445,6.30927135314657,5.21975402919547,3.06,36252.3406823442,1172730.15576931,"4872 Delgado Ramp
North James, IA 36544"
66158.8815850131,4.47642906646484,6.91174261004152,2.28,37098.7421723517,1111085.01689106,"73202 Christopher Tunnel
New Roberttown, MN 08925-1536"
60502.9093338444,7.5333809861455,5.73182412486971,4.23,33579.6315121676,1022781.17074291,"8781 Olivia Port Apt. 225
Thompsonside, VT 22884"
60910.8937933297,5.63546673761391,7.32597378124117,4.2,43347.8040011545,1274474.54589349,"PSC 9354, Box 0703
APO AA 58696-1278"
73931.9785215883,6.39410766659858,4.58083992087176,4.32,36543.067280548,1213530.84986586,"271 Johnson Hills Apt. 001
Mcculloughfurt, FM 70847"
59539.9484501364,6.01859024334778,7.00767616564725,5.43,58600.8271496757,1411730.47725883,"122 Russo Neck
South Kevin, KY 20712-5282"
56547.5071874038,5.43541518255581,6.51514987690534,3.13,37585.2745762287,858685.565924956,"85225 Christopher Inlet Apt. 627
West Calebberg, KS 76460"
65950.3470168329,5.47651315776718,6.71784430631321,3.28,40110.8476049507,1200961.82092262,"7125 Mullins Cliff
Maryborough, WY 66971"
74533.1620819875,6.67935313005919,5.91923072546702,4,49481.5658076043,1520234.22937745,"905 Lane Pines Suite 348
Brownborough, DE 57196-3319"
66422.9190517667,7.12207185032643,7.07858374494018,6.36,31019.3248206903,1360908.31962,"61090 Griffith Ridges
Craigstad, AK 28807-8602"
74334.4948489106,5.41901256407919,6.26153528408169,4.12,41640.4356606567,1360920.53038608,"270 Jennifer Loop Suite 343
South Jesse, ND 60570-1483"
63538.3461582221,4.76449930814997,7.1686624108432,3.27,43282.1830042502,1146532.45474056,"10973 Clark Trafficway
Meyersbury, LA 63237"
83953.1048390965,7.38513453401501,6.89884656895715,3.08,37283.3576459517,1789098.52069149,"91733 Baker Orchard
South Kyle, KS 37301"
57279.0635758589,5.11810890479329,6.56152021610269,3.17,44023.7906849321,852099.464026853,"024 William Course
East Charlotteview, DE 69073-3104"
56553.5502526617,5.691129212559,7.02125235427772,3.15,29682.4098642278,746096.728900488,"PSC 4455, Box 3268
APO AP 45454"
75795.5759825909,5.78678002380682,7.32732534299635,6.25,33197.7777426301,1534479.90656442,"562 Brown Junction Suite 282
Christopherborough, KS 20719"
70848.7886587371,5.28232502045647,6.76644466371725,3.27,40458.7358695174,1215608.53105596,"USCGC Thompson
FPO AA 13237-3887"
59787.4045039362,5.65312031553211,6.5945922791401,3.43,32402.1075491468,941594.328410769,"65884 Johns Valley Apt. 621
Ethanbury, NY 07783"
64826.3718949559,4.01090733710541,8.2904198125915,4.38,60286.0431013576,1204598.03746312,"Unit 2139 Box 3667
DPO AP 49517"
65925.8537962682,7.60551195365116,7.07040954066519,3.28,34171.3600736686,1597655.25841228,"253 Golden Island
East Donald, CT 91882"
64419.2526383463,6.95442212556492,8.51616004802799,6.16,39318.1707547238,1492011.49586212,"4861 Steven Plains Suite 066
Port Reginaland, MN 06152-7205"
58544.4602982387,8.56261057639246,7.27630862914392,4.28,30865.5869537452,1421216.50444085,"5255 Rebecca Junctions Suite 240
Royshire, WI 85782-2398"
68791.7916884852,4.72555222849962,6.70420160422281,4.11,48423.3224441768,1132522.90129471,"2833 Townsend Cliffs
New Tommy, MP 86130-3426"
82061.5652038385,4.18282822762296,5.96303188407848,4.1,36271.4084957492,1102821.4381808,"708 Pena Ramp
Terryburgh, CA 31572-1304"
80659.5254435962,5.43630620204688,7.10075343180377,6.24,52947.036360087,1856211.3503596,"8030 Ruiz Dale
Shermanchester, KY 56950-5684"
66668.0935210353,6.1849653386201,7.86312743673253,3.35,47075.2122326685,1687998.93296047,"Unit 3857 Box 9497
DPO AE 92239"
64721.5644963706,5.67763752677395,6.97133170106132,4.48,36115.8163644027,1063423.00726486,"042 Mitchell Mountains
Adamsview, OR 44424"
65199.989940295,6.44574289831669,6.93712702813298,3.2,28366.0354318534,1177289.88620479,"07420 Victoria Trail Apt. 904
Port Kevinbury, OR 86759"
74579.9895272463,4.63965413069778,5.52148929883998,3.07,42806.1466438012,1173474.37883732,"38449 Shaw Glen
Pattonside, TX 98415"
76273.6703254928,7.87975180078758,4.50016534758436,3.39,46974.5787857533,1637259.99866778,"82387 Hensley Bypass
Danielmouth, ME 30791"
67561.9420601389,5.25140074714277,7.65857633890991,4.04,35517.5418704042,1238938.29053199,"02304 Brandon Stravenue Apt. 231
Cordovabury, ID 36688"
48904.9832693168,4.84497253083436,5.44895602960942,3.38,32960.7530701912,201898.086572496,"2124 Garcia Viaduct
North Kellytown, DC 30864"
72145.9672131515,6.3986259901926,8.25863492348729,6.06,28882.9008546737,1439506.101557,"646 Nicholas Mall Apt. 058
East Danielle, OR 53708"
70805.6106836013,4.44372892384245,5.80914730551663,3.3,29268.8267416847,585608.632622232,"874 Laura Throughway Suite 350
Port Michaelberg, PW 94284-9448"
65383.3379172868,7.51252677874512,6.64003200375399,3.46,35114.4024634873,1294685.15854701,"7373 Hart Brooks Apt. 168
East Christianside, PR 72679-9159"
95450.2930860131,6.59506068478133,6.85036100813797,3.33,39388.5155210774,2014851.34416151,"035 Mark Bridge
West Craig, MT 78649"
73698.6963572912,6.37273093222994,6.57835207376363,4.33,51815.0964186221,1840236.00580268,"69600 Wilson Rue
Elizabethland, PW 17767-2884"
66263.9105011632,6.37493006601873,6.73697413101074,4.41,49829.9515004813,1441421.9129936,"001 Steve Plaza
Jessicastad, UT 25190"
75394.7595816215,6.93335246754966,7.83409980064918,4.48,22268.075305582,1498640.55065037,"238 Anthony Drive
Acostahaven, AS 62753-6637"
65984.7506448582,6.51227008500922,6.31648002022828,2.38,21867.4769398944,954746.576432824,"01818 Wilson Spurs
West Andreaton, SD 69568-7005"
66477.2627922903,6.98215172512571,6.03848797930002,2.37,32458.9866990137,1124635.93162859,"95779 Walton Square
Bakershire, PR 49599"
69284.2596369132,5.34744709142387,7.17342588517999,3.45,40282.7242801004,1169944.24775874,"124 Russell Mountains Apt. 591
North Sharonfurt, OH 67836-4969"
70404.4961037192,5.54408372550649,6.00126136219246,2.02,37127.9255010041,1114430.95342313,"73080 Veronica Turnpike Suite 991
New Debra, VA 61246"
74218.4890218834,8.06972186747375,6.50637430216294,4.37,46770.6609678888,1783534.83882736,"106 Williams Well Apt. 657
Samanthaview, PR 87811"
63441.7146451262,6.47167372658627,7.06481113606207,3.22,48061.7526733416,1302933.24756927,"Unit 3405 Box 4348
DPO AP 68816-2990"
57493.9245702794,6.89326015704178,6.73404541624034,4.41,47039.2153229412,1241483.61187325,"4007 Kimberly Crossing
Nathanielview, NC 72093-8287"
81543.7773153344,5.50392319633986,5.89705283626632,2.14,9816.30088470853,954114.543953547,"Unit 5889 Box 7282
DPO AE 41177-0399"
78633.9737550889,5.46539323116019,7.53114301190621,3.24,43728.803486197,1555320.50000111,"075 Andrea Green Suite 201
Johnshire, KS 50389"
52202.8537197135,4.86930618139117,4.41438086577989,2.23,42165.8124568679,404976.365896227,"6811 Spears Trail Suite 081
East Troy, MS 43910"
67980.3887819291,5.56293881425556,6.15970522241572,2.44,25909.0791964239,1073183.75984162,"69401 Danielle Motorway
New Dennis, IL 53971"
78568.4491640522,5.47573731999532,6.29160079596324,2.29,41016.6470911123,1422195.87945056,"2276 Riley Flats Suite 975
Johnmouth, NH 39983"
55472.6548269055,4.82214713601004,5.85597230895168,3.2,15353.956428663,340605.21131246,"91111 Crane Spur
Kathleenmouth, ME 43022-3191"
67579.2347944313,5.97321900448852,7.75435754544231,6.32,21762.9496856253,1170959.52628461,"744 Hill Ports
Mooreside, MH 20945-2825"
61456.1507037808,6.88295432643315,6.41757262181437,4.19,30821.4120865768,942838.164721813,"019 Lisa Village Apt. 379
Maxwellmouth, DE 26176"
60815.3903949614,7.17012853047372,7.9843351221591,4.11,31233.64934591,1401613.91976932,"50933 Barber Divide Suite 927
Jacksonborough, NE 46696-1788"
51217.1811603718,5.3848414074981,8.77616003355926,3.41,47089.4750810975,1175504.48633204,"USS Harrington
FPO AE 12326"
63027.6747148582,4.85596812110595,5.58090593745792,2.3,35991.7206378877,608794.246692195,"246 Michele Lock Suite 093
South Michellemouth, VI 62800"
62484.855299128,6.49665146636928,7.32270977415818,5.13,26882.6517946772,946943.036217135,"356 Madeline Locks Apt. 115
Kaitlinland, MS 49150-0243"
73923.4662743976,7.00550578483895,7.13506334705251,6.04,58745.3120275589,1819900.63664371,"232 Allen Ridge
West Jasonview, CT 93021"
79737.6097639001,7.31595792720385,6.61109600499516,2.17,28307.3143256449,1463130.27297893,"5042 Ricky Road
New Candice, MN 40661-8809"
63890.4715676645,4.97230656848968,7.91638639719492,5.49,43416.4978209279,1252391.17984216,"60860 Griffin Streets Apt. 040
East Catherine, NH 18346"
67310.0369527861,7.19379298887946,7.7607325545087,5.28,43310.6124282676,1714445.17463658,"89002 Robert Square Suite 028
Port Jennyside, CA 38546-6307"
73145.7302178025,4.09651724279036,7.25421743282951,3.18,49463.3788790285,1291759.39266068,"8533 Sparks Lodge
New Kevin, GA 98179"
86924.3587656217,6.8329396987544,7.73829555341769,6.32,28719.4108881454,1809154.28936317,"922 Mark Lodge
Matthewton, ID 71131-3139"
74384.1056290449,7.41148657067366,5.16486547597828,2.3,17117.4436748407,1200539.36116778,"757 Sherri Shores Suite 744
Jesusfurt, OK 73052-4985"
67477.7881840429,6.62352829331781,7.91617165986111,5.1,29763.9253486155,1300265.21041546,"PSC 8479, Box 0952
APO AA 33741"
71202.9569203271,4.31886913287714,6.63495406550912,4.37,34207.39720847,997448.728076993,"5560 Michaela Spur Suite 730
West Charlottefurt, PA 00463"
85845.3177991954,6.74365296091806,9.46876636919586,3.46,46477.6786845017,2152959.40894308,"255 Sosa Pines Suite 751
Wilsonview, MT 31615"
72138.8704824494,7.16364093533066,8.48577826270722,5.45,35799.6382743217,1629983.84670324,"156 Conner Lane
East Brittany, MI 26733"
44806.0051640554,4.49457052795687,4.72532511662418,3.1,57390.8900738104,497579.446586872,"478 Vasquez Fort Apt. 346
Aliciaside, NV 37124-6408"
67504.1784594896,5.32979850888841,5.89441194891935,4.36,37441.1205436143,890112.549317892,"67610 Smith Knolls
Brendaberg, MA 55188-7972"
74706.1005317105,5.00332776438579,5.66106412668524,2.05,39680.609320436,1064685.69873353,"504 Robertson Streets
Jamesshire, WA 56754"
68898.3459133941,6.78764852926404,7.8713526444181,6.39,39515.5715616054,1530124.01631689,"777 Ross Crossroad
Kaiserville, RI 24445"
58118.0181607988,8.13721447105525,5.65090028566729,4.36,35598.390437472,1246246.82775976,"2418 Samantha Green Apt. 016
Port Keithmouth, VT 62207-0408"
77643.2830870967,6.07011592234035,5.38103835937399,4.45,35512.2550468822,1240754.93204638,"95957 Tara Hill Suite 428
Huntland, KS 57002-5552"
67769.8255909987,8.07469366768172,6.76163140761687,4.22,33254.6034094282,1760734.69036401,"26906 Simmons Underpass Suite 444
Port Tinashire, DC 13101"
74411.0598922667,5.53462754364997,7.21012336116885,6.44,43537.5029455051,1393746.76046742,"4930 James Flats
New Shannon, NJ 75829-8040"
73101.0787976686,4.10412992272261,8.92033322127776,4.35,29497.9712933537,1172385.89770456,"78212 Turner Ville Apt. 217
West Lauraberg, MP 47353-3682"
58708.4171567401,5.08386103572807,6.26282588360742,4.07,15969.9260412397,483986.108992529,"33410 Smith Summit
West Kimberlyberg, CT 49785-3758"
63876.0599100904,7.08021932554068,7.18743297488665,3.37,38052.8764431659,1388530.1566836,"49940 Ramirez Mission Suite 136
West Bryan, MD 95291-3904"
68343.1540914189,6.39244379007958,8.42511289496364,6.2,40653.8700654016,1721739.38413849,"4746 Morgan Forge
Diaztown, VT 79978"
73064.9799612799,5.99406279945688,7.20436889513685,6.19,30699.339710511,1276448.79204297,"5808 Burton Viaduct
North Nicholasport, CO 32392-1208"
67367.2680827986,6.77471080866432,6.69089489864091,2.49,32547.2725330765,1161742.67744636,"8093 Lara Overpass Apt. 364
Lake Brookebury, NV 30264"
66547.1817515923,6.3506720419279,5.30500041205321,2.04,16741.9649871266,786407.945117427,"249 Susan Canyon
North Jessica, ID 13412"
73313.5453841825,6.41472323560517,8.49290122886957,4.46,37808.9966721212,1604920.97345841,"08091 Bush Course
New Michael, RI 47524-7511"
47681.3617330345,6.8905082242102,7.78826798621561,5.13,50908.9789091107,1230149.13678644,"PSC 6933, Box 3805
APO AP 50576"
67910.9491284622,6.44585190701939,6.67593726776216,4.32,31379.7829705823,1051644.55402254,"6798 Smith Junctions
Wolfeton, WY 86565-5079"
69277.8912498076,6.14259168136637,7.81172447063043,5.15,43717.9130919397,1415073.61418118,"256 Sanchez Ports Apt. 057
Johnmouth, PA 69763"
67946.7146756132,5.40317567290081,5.67113634278544,3.21,35197.9425690253,1043483.91513203,"68672 Guzman Ridge
Clinefurt, WI 04078-6179"
90975.1132724804,4.74068303496074,8.32035198630277,6.45,44426.2136475975,1544379.74773567,"4447 Steven River Suite 076
West Karenmouth, DC 61561-8593"
61885.5464403288,5.40526596917388,6.91419576959882,3.22,48726.951303303,1352135.96726418,"USCGC Hess
FPO AE 29193"
69401.8472172649,7.04235499497909,8.09704428495361,3.44,29293.074048931,1505727.4308014,"0617 Neal Curve
South Daniel, AS 09326"
72969.1212712305,6.18857572615694,8.07694360361629,4.2,31755.7213642399,1416965.97868824,"412 Janet Radial Suite 115
Kariview, NY 37073-8343"
75582.4597645351,5.50647342925334,6.77498641853147,4.33,31946.3038675232,1046721.97617324,"9155 Kayla Station Suite 233
Natalieborough, SC 99093-8399"
56241.2267731317,5.62308701576198,6.81867075353272,2.18,32745.3681201538,939040.003560115,"3062 Donald Inlet Suite 642
West Matthew, GU 49340"
79412.8354717457,6.08736016869592,7.4813211122264,3.26,17568.7337605833,1383031.33236643,"764 Timothy Turnpike
North Audreymouth, TX 02395"
79618.2368460208,4.56616610086957,6.66988841144643,3.49,29636.5071105566,1072503.23794367,"862 Ryan Flat
West Larryborough, WV 11517"
67019.0740473973,6.48794316670726,7.33133010001821,6.26,24997.1087059942,1134397.75771536,"378 Evans Crest
East Shelbystad, HI 23326"
56063.4808667633,5.10693512014806,5.38533977752138,4.14,39129.2967047028,734827.50801229,"09897 Katherine Forge
North Johnside, NC 01211"
57077.5803040692,5.77546704058366,6.95202667376136,4.27,33393.9166032246,991892.317484246,"2367 Noah Center
North Dakotashire, PA 99619-0890"
75954.8182530182,4.28991628054453,7.41875060281083,5.04,34467.7586980099,1057252.5826211,"19678 Noble Cove Suite 264
South Elizabethfort, CO 13304-1647"
52575.8151749221,7.13371941713148,7.17369888186338,4.06,41828.5796168868,1237224.85875181,"8803 Jackson Ramp
South Thomasland, RI 09631-6361"
63312.8056746774,6.13911545162126,8.19961524142483,4.41,43230.3521579572,1442632.54122655,"87629 Shawn Crossing
North William, MN 71601-6188"
82526.962104819,6.45307340609801,7.74824895259721,4.46,43947.6802641225,1877402.31972694,"2574 Shannon Alley
South Fred, OR 64217"
73204.942132288,6.64091586305352,7.31191232134793,6.4,35090.5008098677,1394518.41546763,"676 Jose Locks Apt. 415
South Cynthia, SC 89264"
56357.1931380548,5.70790310915197,5.2403008866004,3.25,38061.9982989561,953939.329905644,"4160 Martinez Bridge Apt. 713
West Ann, MI 89447-0160"
71316.6246504146,7.10776768721371,7.08899269092116,5.33,21651.6994092116,1219778.03420155,"26847 Weber Ports Apt. 767
North Robinton, FM 43014"
75046.8482039263,4.98308462851121,8.87724004162361,3,32468.0311523009,1287325.38185667,"PSC 8891, Box 6475
APO AP 28726-5123"
84474.1600561902,6.97085474587244,5.93590932622199,2.47,38677.8151530554,1739893.55504959,"623 Jackson Road Apt. 492
Sarahville, NM 19973"
68162.6839256685,6.96220671596322,6.69735800985932,3.07,31843.8763372258,1213382.22263646,"0575 Edward Cliff
Miguelmouth, NY 06408"
62784.3329483432,7.57235021532166,4.65271755445058,3.31,35122.3894716077,1007478.74843115,"6660 Alex Park
Barkerfort, WY 52781"
67009.8156737443,6.84976993659426,7.61072085610488,3.22,39737.1226089631,1528756.12615002,"176 Parker Grove Apt. 591
Nicoleshire, MO 83183-5326"
67437.2503633562,6.76736323730374,6.70391722327202,2.05,29356.223367925,1182459.77166367,"203 Amy Ford Suite 158
Kelleyfurt, LA 49990-9626"
65967.7693085764,6.8477249761166,7.77727944351326,3.14,35799.9625483201,1474546.76214611,"842 Jackson Parkway
Angelabury, MI 68188-8699"
42816.3058855086,7.60399992345217,7.04524851047004,4.18,47457.6622142838,1078016.9396491,"5339 Charles Road Apt. 570
East Angelicastad, PR 36295-7649"
83347.6696969644,5.46815842715748,5.47525265349694,3.14,48226.7189277801,1453381.6243031,"0647 Ramirez Hill
New Crystalport, AZ 33060"
81699.8799955425,5.47980182956555,6.47600734119374,4.41,39527.0485608463,1495012.96483407,"4233 Chase Fields
East Vanessabury, OR 85375-7861"
56143.7886649364,4.58012244590962,6.66897977427528,4.04,45084.0366595903,714148.414752901,"0606 Ricardo Drive
Williamton, GU 79243"
59513.8349195211,4.8851317712611,5.57471434969439,3.18,44162.2792052201,894292.047410103,"14157 Jones Parkway Suite 319
North Haley, AK 18534"
78379.4122390041,5.98569715108388,5.681833507283,3.2,31357.3882142976,1159841.83133924,"2579 Pamela Shoals
North Christianhaven, TX 95259"
70877.3757429186,6.76687715403071,7.21365907527803,5.07,36033.4268515435,1195986.29883487,"PSC 5171, Box 6452
APO AA 44610-4655"
61526.9744479767,6.59396253900793,9.18040142860202,6.11,27307.9480314135,1381430.63018879,"23682 William Glens Apt. 920
Lake Hollystad, CO 20067"
65316.9960207099,7.41487523065979,6.73308486670929,2,55799.4974811819,1534889.85346665,"32521 Martinez Highway
Stephaniehaven, NY 78577"
76268.8183338631,6.9427978666027,6.14790759598269,3.17,38649.8523862124,1494125.32987188,"9109 Omar View Suite 461
East Sarahfort, WI 02969"
48531.3642285298,6.86318403879489,8.5174010591117,5.3,39731.1505634946,1356146.26084262,"5611 Chandler Mill
East Brianfort, AK 51236-0093"
82906.6548011591,5.90145165573082,5.76736613555709,4.26,38820.4819437613,1454943.07366124,"PSC 5599, Box 5942
APO AP 55563-1953"
63117.8440507734,4.94039670534058,5.63677939457388,2.31,43091.8451425058,774118.187835499,"2128 Shawna Orchard Suite 992
New Melissabury, MN 22338"
75860.861148893,3.6908905696788,4.78838020655182,3.48,41003.8800811376,889113.238861249,"019 Moore Center Apt. 643
West John, KY 54923"
68844.764248758,4.86045299966158,6.91680818146737,3.29,48392.4973604583,1211102.21088924,"Unit 3192 Box 6415
DPO AP 76779-7624"
52446.2668560012,5.69461080779268,7.42963924411322,3.11,32934.5532009749,658646.184726518,"20185 Mary Crest
South Reneeville, VI 91892"
69342.706839904,5.80468675245664,7.80590370242588,3.36,37082.3742189117,1400104.87076026,"18067 Williams Roads Suite 683
South Christineton, CO 76227"
55932.052683871,7.21830914522324,6.02020120506596,4,42488.3099995521,1262017.79205994,"089 Wilson Forks Suite 185
East Gina, PA 98785-6132"
53306.9221365036,4.63226771836172,6.19479432488263,2.15,39063.3387138904,553077.212612075,"9643 Oscar Valley
North Richardstad, ME 14629-9980"
56976.5463984169,6.06121224055646,7.25928670916478,3.08,46375.5024943384,1203247.89013392,"46619 Morgan Squares
Stevenfurt, FM 70548"
